question_id,evaluation_group,question,gold_sql,baseline_generated_sql,repaired_generated_sql,before_EX,before_Inv,before_asa_strict,before_asa_lower_bound,before_fcr_hard_finding_codes,after_EX,after_Inv,after_asa_strict,after_asa_lower_bound,after_fcr_hard_finding_codes,verifier_caught,verifier_actionable,verifier_answers_question,verifier_mismatch_type,verifier_mismatch_detail,verifier_repair_hint,verifier_confidence,verifier_failed_evidence,repair_attempted,repair_generated,repair_status,repair_mode,repair_error,repair_edit_summary,repair_confidence,final_sql_repaired,missed_by_verifier,caught_but_not_actionable,actionable_but_not_attempted,attempted_but_no_sql,generated_but_inv_not_fixed,inv_fixed,fixed_but_ex_broken,fixed_and_ex_preserved,harmful_gate_accept,over_repair_candidate,primary_bottleneck
booksql_078352,B_wrong_executable,What was the last bill Christopher Sanders received from Shelley Foley?,"select max(credit) from master_txn_table where customers = ""Christopher Sanders"" and transaction_type = 'bill' and vendor = ""Shelley Foley""","SELECT DISTINCT mt.transaction_id, mt.amount
FROM master_txn_table mt
JOIN customers c ON mt.Customers = c.customer_name
JOIN vendors v ON mt.Vendor = v.Vendor_name
WHERE c.customer_full_name = 'Christopher Sanders' AND v.Vendor_name = 'Shelley Foley'
ORDER BY mt.Transaction_DATE DESC
LIMIT 1;","SELECT DISTINCT mt.transaction_id, mt.Transaction_DATE
FROM master_txn_table mt
JOIN customers c ON mt.Customers = c.customer_name
JOIN vendors v ON mt.Vendor = v.Vendor_name
WHERE c.customer_full_name = 'Christopher Sanders' AND v.Vendor_name = 'Shelley Foley'
ORDER BY mt.Transaction_DATE DESC
LIMIT 1;",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The profile measures 'Amount' as a monetary flow, but the intent requires a date measure.","Consider adding a temporal filter to select transactions with a specific date or period, and ensure the 'Amount' measure is correctly interpreted in the context of the transaction.",medium,"[""Amount does not encode debit or credit direction."", ""master_txn_table.Amount requires account/account type context to interpret its debit/credit effect.""]",True,True,success,semantic,,Replaced the 'amount' column with the 'Transaction_DATE' column to match the required date measure.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078353,A_correct_executable,Number of invoices created for Retailing formal dining furniture in Last fiscal year?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""Retailing formal dining furniture"") and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days') ","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Retailing formal dining furniture' 
  AND Transaction_TYPE = 'Invoice' 
  AND Transaction_DATE BETWEEN date('now','-1 year') AND date('now','-1 year');","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Product_Service = 'Retailing formal dining furniture' 
  AND Transaction_TYPE = 'Invoice' 
  AND Transaction_DATE BETWEEN date('now','-1 year') AND date('now','-1 year');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078367,A_correct_executable,When was the last time we sold Fluorocarbon gases,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Fluorocarbon gases"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Fluorocarbon gases' AND Credit > 0;",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Fluorocarbon gases' AND Credit > 0 GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a GROUP BY clause to the query to match the intent's grouping requirement.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added GROUP BY clause to match the intent's grouping requirement.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078376,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078381,B_wrong_executable,What our monthly spend on Sean Daniels,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Sean Daniels"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Sean Daniels'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Sean Daniels'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078384,A_correct_executable,What acount had our biggest expense This year to date?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) group by account order by sum(debit) desc limit 1","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078385,A_correct_executable,Did we receive payment from Veronica Harris partnership in jan this year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Veronica Harris"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date, 'start of year', '+1 month', '-1 day') ","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('2023-01-01') AND date('2023-01-31') 
AND Customers = 'Veronica Harris partnership';","SELECT DISTINCT transaction_id, amount FROM master_txn_table WHERE transaction_date BETWEEN date('2023-01-01') AND date('2023-01-31') AND Customers = 'Veronica Harris partnership' AND Transaction_DATE LIKE '2024-%-01'",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,"The intent requires a measure kind of 'existence' or 'boolean', but the profile measures 'flow' or 'monetary'.","Specify the year for the payment timing, e.g., 'jan this year' should be 'jan 2024'.",high,"[""The intent requires a measure kind of 'existence' or 'boolean', but the profile measures 'flow' or 'monetary'.""]",True,True,success,semantic,,Added Transaction_DATE LIKE '2024-%-01' to specify the year for the payment timing.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078389,A_correct_executable,"As of Last 30 days, how many invoices for Charles Ayala remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Charles Ayala"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Charles Ayala' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now','-30 days') AND date('now');","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Charles Ayala' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now','-30 days') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078390,A_correct_executable,What was the min invoice value for Providing shunting trailers in rail terminals in YTD?,"select min(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Providing shunting trailers in rail terminals"") and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)","SELECT MIN(Credit) AS min_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Providing shunting trailers in rail terminals'
  AND Transaction_TYPE = 'Invoice'
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');","SELECT MIN(Credit) AS min_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Providing shunting trailers in rail terminals'
  AND Transaction_TYPE = 'Invoice'
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078391,A_correct_executable,What acount had our biggest expense in may last year?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, '-1 year', 'start of year', '+4 month') AND date(current_date, '-1 year', 'start of year', '+5 month', '-1 day') group by account order by sum(debit) desc limit 1","SELECT Account, SUM(Amount) AS Total_Expense
FROM master_txn_table
WHERE Transaction_DATE BETWEEN date('now','-1 year','start of month','+5 month','-1 day') AND date('now','-1 year','start of month','+5 month','+30 day','-1 day')
GROUP BY Account
ORDER BY Total_Expense DESC
LIMIT 1;","SELECT Account, SUM(Amount) AS Total_Expense
FROM master_txn_table
WHERE Transaction_DATE BETWEEN date('now','-1 year','start of month','+5 month','-1 day') AND date('now','-1 year','start of month','+5 month','+30 day','-1 day')
GROUP BY Account
ORDER BY Total_Expense DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078393,A_correct_executable,Compare sales by customer in may last year,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date BETWEEN date(current_date, '-1 year', 'start of year', '+4 month') AND date(current_date, '-1 year', 'start of year', '+5 month', '-1 day')  group by customers ","SELECT 
    c.customer_name, 
    SUM(m.Credit) AS sales_amount
FROM 
    master_txn_table m
JOIN 
    customers c ON m.Customers = c.customer_name
WHERE 
    m.Transaction_DATE BETWEEN date('now','-1 year','+may','-1 day') AND date('now','-1 year','+may','+31 day')
GROUP BY 
    c.customer_name
ORDER BY 
    sales_amount DESC;","SELECT 
    c.customer_name, 
    SUM(m.Credit) AS sales_amount
FROM 
    master_txn_table m
JOIN 
    customers c ON m.Customers = c.customer_name
WHERE 
    m.Transaction_DATE BETWEEN date('now','-1 year','+may','-1 day') AND date('now','-1 year','+may','+31 day')
GROUP BY 
    c.customer_name
ORDER BY 
    sales_amount DESC;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078399,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078402,B_wrong_executable,What our monthly spend on Paul Walters,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Paul Walters"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Paul Walters'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Paul Walters'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
